entity,attribute,answer,question
喜鹊,英文名称,black-billed magpie,喜鹊用英文怎么说？
东城街道,村级区划单位数,14,你知道东城街道的村级区划单位数吗？
可保利益原则,作用,可以防止变保险合同为赌博性合同,有人了解可保利益原则的作用是什么吗?
神舟优雅a460p-i3gd3,屏幕尺寸,14英寸,神舟优雅a460p-i3gd3的屏幕有多大？
张黎,政党,中国共产党,张黎属于什么政党你们知道吗？
葵花宝典,游戏平台,appstore,葵花宝典在哪个游戏平台？
城北街道,- 社区数,6,你知道城北街道有几个社区？
板桥镇,- 行政村数,12,板桥镇的行政村数是多少？
东城街道,地理、人口、经济,23°43′38″n 113°02′47″e / 23.7272°n 113.04648°e坐标：23°43′38″n 113°02′47″e / 23.7272°n 113.04648°e,谁能告诉我东城街道的地理、人口、经济吗？
陕汽集团,公司口号,为社会创造更多财富    为用户生产更好汽车,陕汽集团这个公司的口号是什么？
三剑客,色彩,彩色,三剑客是怎样的色彩？
传说,歌曲语言,国语,传说这首歌曲是用什么语言？
光宇游戏,员工数,2000+,光宇游戏有多少员工？
克拉克县,网站,www.clarkcountyil.org,有人知道克拉克县的网站是什么吗？
射雕英雄传,集数,59集,射雕英雄传一共多少集？
王悦,字号,习之,王悦字什么？
顶序组,亚科,牡荆亚科 viticoideae,顶序组属于亚科的哪一种？
白加黑,药品名称,氨酚伪麻美芬片ⅱ氨麻苯美片,谁能告诉我白加黑的药品名称是什么？
幸福里,物业类别,住宅,有人知道幸福里属于什么物业类别吗？
托马斯·穆勒,主要奖项,2012-13赛季欧洲冠军联赛冠军,托马斯·穆勒获得的奖项主要有什么来着？
htc,创建时间,1997,你记得htc的创建时间吗？
莉莉丝,登场作品,《幻之国度》,莉莉丝的登场作品是什么来着？
倚天屠龙记,其它译名,屠龙刀/倚天剑,倚天屠龙记其他的译名有什么？
罗滕巴赫,邮编,4681,你了解罗滕巴赫的邮编是多少吗？
痛苦女王,其他名称,sm，qop，女王，akasha,痛苦女王别称有什么呢？
绝对时间,定义,绝对的、真实的数学时间,有人知道绝对时间是如何定义的吗？
李元,国 籍,美国,你知道李元是哪国人吗？
伯灵顿,州,科罗拉多州,谁能告诉我伯灵顿属于什么州？
荠菜鲜肉水饺,辅料,盐 鸡精 葱姜蒜 料酒 生抽,荠菜鲜肉水饺的辅料都有什么？
智能电源分配器,又名,远程电源管理器,你知道智能电源分配器又叫什么吗？
刘伶醉,适宜人群,成年人,刘伶醉的适宜人群是什么年龄段的？
福隆里巷,简介,由红石、麻石铺成的古巷,谁能简单介绍一下福隆里巷？
开元寺,编号,2-20,开元寺的编号是多少？
哈拉薇莉岛,酒店星级,★★★★★,哈拉薇莉岛酒店是几星级的？
陈佳,血型,ab,有人知道陈佳是什么血型吗？
摇篮曲,音乐风格,平易，动人,你知道摇篮曲是什么音乐风格么？
富贵显荣,用法,作谓语、定语；用于人生,富贵显荣是怎样使用的来着？
死亡日记,发行商,bigfishgames，g5,你记得死亡日记的发行商是哪里吗？
棕熊,亚门,脊椎动物亚门(vertebrata),谁知道棕熊属于亚门的哪一种？
萧皇后,去世时间,969年2月,你记得萧皇后是什么时候去世的吗？
狗,亚门,脊椎动物亚门,狗属于什么亚门?
组织控制,目的,实现组织的目标,组织控制的目的是什么？
西河,属于,长江流域、嘉陵江水系,西河属于什么水系？
三合镇,邮政区码,558199,你知道三合镇的邮政区码吗？
永安镇,下辖地区,大朱村、小朱村、元强村、薛赵村、永安村等,永安镇的下辖地区都有什么来着？
《天生一对》,影片片长,167分钟,《天生一对》电影有多长？
帮,结构,上下,你了解帮字是什么结构吗？
王国强,职 业,图书馆,谁能告诉我王国强是从事什么职业的？
遣怀,作 者,杜甫,你记得遣怀的作者是谁吗？
雷顿教授与超文明a的遗产,系列,雷顿教授,雷顿教授与超文明a的遗产属于什么系列？
龙泉镇,地方特产,玉米、小麦、地瓜、花生、苹果、梨、大樱桃、杏,龙泉镇有什么地方特产你知道吗？
sks模具钢,用途,钢净质纯,你知道sks模具钢有什么用途吗？
南山寺,时代,唐代,你了解山寺处于哪个时代吗?
木犀榄,族,木犀榄族,有人知道木犀榄属于什么族吗？
西洋参,亚科,人参亚科 aralioideae,西洋参属于什么亚科
七星女,含义,七星女的命很“硬”，人家是,七星女有什么含义？
山药排骨汤,调料,"味精,花椒,胡椒粉,盐,大葱",山药排骨汤都要用什么调味？
兴隆镇,方言,陕南官话，川话,兴隆镇说什么方言？
sfc,上市时间,日本：1990年11月21日[3],sfc是什么时间上市的？
新庄村,耕地面积,2100亩,有人知道新庄村耕地面积有多大吗？
play,发行日期,2011年8月19日,你记得play是什么时候发行的吗？
法希恋恋,姓名,希尔杜,你知道法希恋恋叫什么吗？
灰色童话,正文语种,简体中文,灰色童话正文是用什么语种来着？
里卡多·罗德里格兹,场上位置,左后卫,里卡多·罗德里格兹在场上是什么位置？
太平镇,知名产业,农业、旅游业,谁能告诉我太平镇知名产业有什么吗？
白加黑,药品类型,工伤医保甲类双跨,你知道白加黑是什么类型的药品吗？
阿婆铁蛋,配料,姜片 2片，蒜头 5瓣，冰糖 1大匙,阿婆铁蛋的配料都有什么？
中村屋,餐馆名称,中村屋,中村屋餐馆叫什么？
三阳镇,省,江西,你知道三阳镇属于哪个省份吗？
中央大学,校训,诚·朴,谁能告诉我中央大学的校训是什么吗?
杀手·蝴蝶·梦,评分,7.1/10 (189 votes),杀手·蝴蝶·梦的评分怎么样？
笼中之鸟,出处,《鹖冠子·世兵》,笼中之鸟出自哪里来着？
台湾电视公司,成立,1962年4月28日 （52年289天）,你记得台湾电视公司成立于那天吗？
刘涛,星座,天蝎座,刘涛是什么星座的？
我爱你,编曲,韩洋,我爱你是谁编曲的你了解吗？
温泉镇,车牌代码,桂k,有人知道温泉镇的车牌代码吗？
清明上河图,年代,清代,谁能告诉我清明上河图是哪个年代的作品？
江湖令,游戏类别,rpg,江湖令是什么游戏类别？
鑫合汇,上线时间,2013年8月7日,你记得鑫合汇是什么时候上线的吗？
首尔大学,现任校长,成樂寅성낙인,首尔大学的现任校长是谁你知道吗？
恩施合和大唐金江大酒店,酒店地址,恩施市清江东路15号,谁能告诉我恩施合和大唐金江大酒店具体地址是哪里？
初恋,唱片公司,海蝶唱片,初恋是哪个唱片公司出品的？
john,外文名,johncusack,你知道john的外文名是什么吗？
john,姓名,约翰·库萨克,john的姓名是什么？
李坚,学历,硕士,李坚是什么学历来着？
深圳龙岗珠江皇冠假日酒店,房间数量,74房间,深圳龙岗珠江皇冠假日酒店一共有多少房间？
魔兽世界,游戏语言,英语，中文等等,魔兽世界游戏里面有什么语言？
尼古拉斯·卡岑巴赫,个人资料,1922年01月17日（93岁） 宾夕法尼亚州费城,你了解尼古拉斯·卡岑巴赫的个人信息吗？
百达翡丽,产地,瑞士switzerland,你知道百达翡丽产于哪里吗？
万达广场,楼盘地址,银川市金凤区正源北街西侧,万达广场楼盘在哪里？
中国食品机械网,对象,食品机械,中国食品机械网面向对象是什么？
《哈姆雷特》,编剧,威廉·莎士比亚 肯尼思·布拉纳,《哈姆雷特》的编剧有谁来着？
利木赞牛,亚目,反刍亚目,你知道利木赞牛属于什么亚目吗？
茼蒿,中文别名,同蒿、蓬蒿、蒿菜、菊花菜、塘蒿、蒿子杆、蒿子、桐花菜、鹅菜、义菜、皇帝菜、杜甫菜,茼蒿还有什么别名你知道吗？
哥斯拉,发行公司,东宝电影,你记得哥斯拉是哪个公司发行的吗？
荆棘鸟,版次,2008年6月第1版,荆棘鸟是哪个版次？
王芳,职称,博士，副教授，硕士生导师,王芳有什么职称来着？
三分法理财,实质,月退休金是80万日元,你知道三分法理财的实质是什么吗？
瑞穗ic,所在地,〒697-0631 岛根县邑智郡邑南町市木 34°49′40.68″n 132°24′1.72″e / 34.8279667°n 132.4004778°e,有人知道瑞穗ic在哪里吗？
唐山市人民政府规范性文件制定程序若干规定,内容,为全面推进依法行政,唐山市人民政府规范性文件制定程序若干规定的内容是什么？
iphone 6,尺寸,4.7/5.5（英寸）,谁能告诉我iphone 6的尺寸是多少吗？
东北大学,学校类型,研究型大学,东北大学是什么类型?
三合镇,政府驻地,北正街57号,三合镇的政府驻地是哪你知道吗？
网络课堂,功能,方便的命题和作业提交功能,谁能告诉我网络课堂都有什么功能？
王子,经纪公司,星汇世纪（北京）文化传媒,有人知道王子是在哪个经纪公司吗？
聂氏族谱,来源,1.出自姜姓2.出自姬姓.,聂氏族谱来自哪里？
2010第十届哈尔滨动力传动展览会,主办单位,中国国际贸易促进委员会,你知道2010第十届哈尔滨动力传动展览会的主办单位是哪里吗？
包法利夫人,制片人,gerhard lamprecht,你记得包法利夫人的制片人是谁吗？
张伟,出生日期,1964年,有人知道张伟是哪年出生的吗？
月光,歌曲时长,03分11秒,月光这首歌有多长？
融侨馨苑,绿化率,47%,融侨馨苑的绿化率有多少？
川贝母,族,百合族,川贝母属于什么族？
春日,作品出处,全唐诗：卷582-35,你知道春日这作品出自哪里吗？
荆棘鸟,字数,506千,谁能告诉我荆棘鸟一共有多少字？
卷芯,优点,降低损耗,卷芯的优点有什么?
宝龙城市广场,行政区域,浦东,宝龙城市广场的行政区域是哪里？
泰妙菌素,分子量,609.8,泰妙菌素的分子量是多少？
何家驹,逝世,2015年1月27日（63岁）  香港伊利沙伯医院,你记得何家驹是什么时候在哪里逝世的吗？
紫云山滑雪场,营业时间,十一月中下旬营业至次年三月,有人知道紫云山滑雪场的营业时间吗？
正睿zi11s4-4584h,内存容量,8gb ecc ddr3,正睿zi11s4-4584h的内存容量是多少？
乐咖啡,人均价格,100,你知道乐咖啡的人均价格大概在多少吗？
贵妇犬,亚目,犬形亚目(caniformia),贵妇犬属于什么亚目？
佛光寺,原名,乌仙岩,你了解佛光寺原名是什么么？
张派,创始人,张君秋,张派的创始人是谁？
袑,笔画,10,袑有几笔？
htc one,重量,145 g（5.1 oz）,你知道htc one有多重么？
天女花,地位,辽宁省花,谁知道天女花的地位吗？
西城街道,下辖地区,辖3个社区居委会,西城街道的下辖地区包括哪里？
home,词性,名词 n,home是什么词性？
木卫十五,发现日期,1979年6月6日,你记得木卫十五是在哪天被发现的吗？
原神星,发现,1861年3月8号,你记得原神星是在哪天被发现的吗？
华严寺,又称,紫严寺,你知道华严寺又称什么吗？
崾先乡,所属国,中国,崾先乡属于哪个国家？
刘鑫,民 族,汉,刘鑫是什么民族？
伯灵顿,县,基特卡森县,谁能告诉我伯灵顿属于什么县？
棒打牛头怪,游戏站点,3m,棒打牛头怪的游戏站点是多少？
金田gm870(2gb),存储容量,2gb 闪存,你知道金田gm870(2gb)能存多少内容吗？
阋神星,离心率,0.441 77,阋神星的离心率是多少?
氯化十二烷基苄基铵,物理特征,淡黄色蜡状物,氯化十二烷基苄基铵有什么物理特征？
唯品会,应用平台,pc，ios，android,唯品会应用平台
土星,轨道倾角,2.5°,土星的轨道倾角是多少？
呹,部首,口 部首笔划： 3,呹的部首是什么来着？
素丸子满盆香,主料,白萝卜、鸡蛋黄、豆腐、面粉,素丸子满盆香的主料有什么？
骄矜,例句,面有骄矜之色。,用骄矜怎么造句？
小行星1050,升交点黄经,342.47411°,谁能告诉我小行星1050的升交点黄经是多少？
小行星1050,近日点参数,66.00892°,你知道小行星1050的近日点参数吗？
护门草,出自,《酉阳杂俎》,你了解护门草出自哪里吗？
pac,分子式,[al2(oh)ncl6-n]m,pac的分子式是什么？
神乐,年龄,不详,你知道神乐的年龄吗?
国立政治大学,创建时间,1927年，南京“中央党务学校” 1929年，南京“中央政治学校” 1944年，重庆“中央干部学校” 1946年，南京“国立政治大学” 1954年，台湾“在台复校”,你记得国立政治大学是哪一年创建的吗?
wowow,公司类型,上市公司,有谁知道wowow的公司类型吗？
root精灵,软件大小,pc版：8.13mb android版：5.68mb,root精灵软件有多大？
龙潭社区,成立于,2003年3月,你记得龙潭社区的成立时间吗？
刘家村,年平均气温,21度,刘家村的年平均气温是多少？
石家庄科技工程职业学院,学生人数,5000,石家庄科技工程职业学院有多少学生？
西湖,气候类型,亚热带季风气候,有人知道西湖的气候类型吗?
子鱼居旅馆,开业时间,2010-01-01,你知道子鱼居旅馆的开业时间吗？
天柱山,别 名,古南岳、皖山、皖公山、潜山,你知道天柱山有什么别名吗？
金刚碧绿,主要营养成分,茶多酚25%,金刚碧绿的主要营养成分是什么？
灰姑娘,拍摄地点,英国伦敦等,你知道灰姑娘是在哪里拍的吗？
广东碧桂园学校,教师人数,1300,广东碧桂园学校一个有多少教师？
