question,predict_answer,accurate_answer
和谐号crh380a型电力动车组什么时候投入运营啊？,2010年9月30日,2010年9月30日
清华同方超扬n499处理器是什么牌子的啊？,intel（英特尔）,intel（英特尔）
pilot ace的运行时间是什么时候啊？,1950年5月,1950年5月
2009年是属什么的啊？,牛,牛
东风4ck型内燃机车的速度是多少啊？,70km/h,70km/h
你知道创伤、暴力与虐待的oclc是什么啊？,39928233,39928233
佛山大酒店建筑是什么用的啊？,酒店,酒店
中嘉早32号的作物类别是什么啊？,早籼稻,早籼稻
你知道铁人电气致力于什么吗？,电气化铁道建设,电气化铁道建设
绿皮车的来源是什么啊？,墨绿色外表,墨绿色外表
雁形产业发展形态说有几个阶段啊？,四个阶段,四个阶段
荷兰皇家壳牌石油公司的ceo是谁啊？,ben van beurden,ben van beurden
你知道征艳江湖改成什么名字了吗？,《征战江湖》,《征战江湖》
你知道蒙金之战的结果吗？,蒙古灭金,蒙古灭金
诸葛亮的其他亲属有谁啊？,从父：诸葛玄 堂弟：诸葛诞 长孙：诸葛尚 次孙：诸葛京,从父：诸葛玄 堂弟：诸葛诞 长孙：诸葛尚 次孙：诸葛京
你知道蒋孝严的爸爸是谁吗？,蒋经国,蒋经国
玉米秸秆粉碎机有什么特征吗？,自动喂料、安全可靠,结构合理、移动方便
牡丹江市龙源电力设备有限公司主要产什么啊？,空气净化设备,空气净化设备
中华人民共和国气象法什么时候修订的啊？,1999年10月31日,1999年10月31日
你知道许昌奥森制药有限公司的工人有多少啊？,27人,27人
阜陆县什么时候废除啊？,建国元年(9),建国元年(9)
acorid easyconnect ec218长什么样子啊？尺寸？,43*440*250mm,43*440*250mm
黄石东站有什么用途？,货运站（原先属于客货两用站）,货运站（原先属于客货两用站）
你知道330i的车型是什么呢？,中型车,中型车
斯托克斯定律是几星级的啊？,五星,五星
中兴flame外观什么样啊？,直板,直板
真假操控师的程度是什么啊？,★★★★,★★★★
天水中心客运站什么时候开始啊？,2010年10月31日,2010年10月31日
法国左翼阵线联盟是什么啊？,法国共产党,法国共产党
张凯丰的祖籍是什么地方啊？,广东汕头,广东汕头
上海市文化广播影视管理局什么地方管啊？,中华人民共和国文化部,上海市人民政府
苏洋陂长多少米啊？,40米,40米
你知道矑的部首吗？,目,目
2041年4月30日日食的影子直径是多少啊？,72公里,72公里
2te70型柴油机车的机车多高啊？,"4,975毫米","4,975毫米"
你知道桐柏县产业集聚区总规划面积多大吗？,7.9平方公里,7.9平方公里
印度易瑞沙通用什么名字啊？,吉非替尼片,吉非替尼片
联想v806的网络连接是是什么啊？,gprs,gprs
袁一宽的法号是什么啊？,智宽,智宽
你知道清池街道办事处有多少户吗？,1.77万,1.77万
数字铁路网的指导单位是什么啊？,平台中华人民共和国铁道部,平台中华人民共和国铁道部
管萼山豆根（原变种）有什么药用价值啊？,根药用，利咽喉，治腹痛、腹胀,根药用，利咽喉，治腹痛、腹胀
你知道草本瘦胶囊适宜什么人群吗？,腰腹肥胖,腰腹肥胖
南区的管辖区是什么？,台南市,14洞
东亚的经度是多少啊你知道吗？,73°e~150°e,73°e~150°e
你知道波丽安娜假说其他翻译是什么吗？,波里安娜假说，乐观向上假说,波里安娜假说，乐观向上假说
说傻话是谁写的词啊？,夏木,夏木
低醇葡萄酒的度数是多少啊你清楚吗？,1.0%-7.0%（,1.0%-7.0%（
唐韵开园周边有什么设施吗？,学校、医院、银座、政府,学校、医院、银座、政府
四川师范大学公益教育协会的会长是谁啊？,蒲晓丽,蒲晓丽
朱棣什么什么时候死的？,榆木川,榆木川
厦深铁路的车辆基地是什么？,福州动车段；深圳北动车运用所,福州动车段；深圳北动车运用所
我想知道素辇府的iso是什么啊？,th-32,th-32
大显n850支持什么语言啊？,简体中文、英文,简体中文、英文
我想知道偷挽葱是在什么地方流行啊？,台湾,台湾
你知道红色警戒3世界大战的真名是什么啊啊？,轴心国与同盟国,轴心国与同盟国
欧萨的证券代码是多少啊？,430319,430319
你知道长江证券的注册地在什么地方吗？,武汉,武汉
米洛斯·福曼的最佳的导演是什么啊？,最佳导演 1975年 《飞越疯人院》 1984年 《莫扎特传》,最佳导演 1975年 《飞越疯人院》 1984年 《莫扎特传》
杭州宇捷运输有限公司主要市场是什么？,大陆,大陆
总裁强制爱的签约网站是什么网啊？,小说阅读网,小说阅读网
李保海毕业于什么大学啊？,山东大学,山东大学
贵金属电镀整流机的输出电压是多少啊？,0-额定值（平滑连续可调）,0-额定值（平滑连续可调）
安卓加密软件是什么啊？,apk,apk
我想知道邻氨基苯甲腈的分子量是多少啊？,118.1359,118.1359
我想知道肽酒的专利号是什么？,2.0081E+11,2.0081E+11
我想知道刘派是什么剧的啊？,京剧,京剧
我想知道北京地铁八通线的动力方式是什么啊？,dc750v，第三轨,dc750v，第三轨
我想知道白山水库的最大库容量是多少啊？,64.1亿立方米,64.1亿立方米
我想知道乔治一世的王室是谁啊？,汉诺威王室,汉诺威王室
我想知道写召唤全面战争的人还有什么别的作品啊？,《暗黑裁决者》…,《暗黑裁决者》…
我想知道全球盛典的授权是什么机关啊？,上海世博会事务协调局,上海世博会事务协调局
巨型土壤动物有什么啊？,鼹、姬鼠、兔、穴兔、地鼠,鼹、姬鼠、兔、穴兔、地鼠
青稞-藏青311原来的代号？,900311,900311
我想知道西华村的水田有多少亩啊？,4224亩,4224亩
我想知道斯图加特足球俱乐部的广告有什么啊？,enbw,enbw
我想知道神舟精盾 k480a-i3d2的三级缓存是什么啊？,3072,3072
我想知道2012第十三届华北春季糖酒副食交易会什么时候开啊？,2012-4-7--2012-4-8,2012-4-7--2012-4-8
我想知道恩比贝克飞虹汽车零部件（四川）有限公司这个项目的总投资啊？,8.1亿元人民币,8.1亿元人民币
我想知道河南省中州胶带股份有限公司以前是什么啊？,焦作市橡胶三厂,焦作市橡胶三厂
我想知道古巴国家足球队fifa是什么啊？,92（2011年11月）,cub
我想知道iwi galil ace突击步枪有几个枪管啊？,1根，枪口装上消焰器（英语：flash suppressor）   5.56×45毫米北约口径：标准膛线缠距为1：7，膛线6条，右旋[4][7]7.62×39毫米苏联口径：标准膛线缠距为1：9.5，膛线4条，右旋[5]7.62×51毫米北约口径：标准膛线缠距为1：12，膛线4条，右旋[6],1根，枪口装上消焰器（英语：flash suppressor）   5.56×45毫米北约口径：标准膛线缠距为1：7，膛线6条，右旋[4][7]7.62×39毫米苏联口径：标准膛线缠距为1：9.5，膛线4条，右旋[5]7.62×51毫米北约口径：标准膛线缠距为1：12，膛线4条，右旋[6]
我想知道香港岛专线小巴51线有别的路线吗？,无,无
我想知道东远vg58a显卡水冷头主要性能？,配合东远相应套装使用,配合东远相应套装使用
我想知道陕西行政学院的老师多少人啊？,200余人,200余人
我想知道jncie-sec什么公司推出的？,美国juniper网络公司,美国juniper网络公司
我想知道秋菊图是画的啊？,李流芳,李流芳
我想知道钻石pb50-v3 有多大内存啊？,3 dimm ，支持pc-100 and and ecc,3 dimm ，支持pc-100 and and ecc
我想知道值班药房的故事imdb是什么啊？,tt0098794,tt0098794
我想知道基金汉盛是什么类型的基金啊？,契约型封闭式,契约型封闭式
我想知道佳禾11 的育成年是什么时候啊？,2002年,2002年
我想知道王菲2012巡唱·合肥站表演员是谁啊？,王菲,王菲
我想知道优酷网 的排名是什么啊？,世界：69  中国大陆：14,世界：69  中国大陆：14
你知道邦康是什么国家啊？,缅甸,缅甸
你知道域陀·费沙 的20t2是多少啊？,47,47
你知道超微sc417e16-r1400ub是什么主板啊？,3.68英寸x13英寸e-atx，atx,3.68英寸x13英寸e-atx，atx
你知道高碘酸是什么危险吗？,r8 r34,r8 r34
你知道爱妃别离开朕的其他作品有什么啊啊？,《假如可以爱下去》,《假如可以爱下去》
你知道幸福最晴天什么时候拍摄啊？,2010年4月-7月23日,2010年4月-7月23日
你知道新疆天恒基建筑工程有限公司的企业法人？,陈德林,陈德林
你知道豫新2号在什么地方培育啊啊？,河南省8月中旬高垄直播,河南省8月中旬高垄直播
你知道莱茵-普法尔茨县所属的州是什么州啊？,莱茵兰-普法尔茨州,莱茵兰-普法尔茨州
你知道洋基体育场花了多少建成的啊？,16亿美元[1],16亿美元[1]
豪斯医生的有多少集啊？,180集（8季已完结）,180集（8季已完结）
万和dszf100-f4的水温是什么啊？,30-75℃,30-75℃
钱仓京城城隍庙原来在哪里啊？,钱仓镇中街,钱仓镇中街
2012年伦敦奥运会什么时候开始啊？,2012年7月27日,2012年7月27日
王诩多少岁死的啊？,80岁,80岁
我很好奇中山贷款网的发展理念？,立足中山本地 简 约而不简单,立足中山本地 简 约而不简单
我很好奇skf 2*7230bcbm轴承的厚度是多好啊？,90mm,90mm
我很好奇夏普4128nc最大原稿尺寸是多大啊？,a3,a3
我很好奇印度共产党的书记是谁啊？,a.b. bardhan,a.b. bardhan
我很好奇nexus 7 的像素？,120万像素 (前置),120万像素 (前置)
我很好奇扬智科技的结算期是什么时候啊？,每年12月31日,每年12月31日
我很好奇麦克·希金斯是什么选区的啊？,galway west,galway west
我很好奇u-kiss离开的成员有谁啊？,亚历山大(알렉산더) 起范 (김기범) 东澔(신동호),亚历山大(알렉산더) 起范 (김기범) 东澔(신동호)
我很好奇弗雷德里克斯堡2000年有多少人啊？,"8,911","8,911"
我很好奇尖沙咀天星码头公共运输交汇处总站附近的交通啊？,梳士巴利道,梳士巴利道
我很好奇海口市新型农村合作医疗实施办法什么时候颁发的啊？,二○一一年十月二十四日,二○一一年十月二十四日
我很好奇爱情的好处是谁作的曲啊？,陈伟,陈伟
我很好奇孤岛电网的特点是什么啊？,电压和频率的波动范围较大,电压和频率的波动范围较大
我很好奇厦门鼓浪屿馅饼什么时候出现的啊？,1940年,1940年
我想知道cpo的中文名字是什么啊？,捷克爱乐乐团,捷克爱乐乐团
我很好奇skf 2205k+h305 轴承的外径是多少？,52,52
我很好奇中国无线电协会业余无线电工作委员会所属组织是什么啊？,中国无线电协会,中国无线电协会
我很好奇getfocus的函数原型是什么啊？,hwnd getfocus( void ),hwnd getfocus( void )
我很好奇4-正戊基吡啶smiles是什么啊？,cccccc1ccncc1,cccccc1ccncc1
我很好奇马尔维纳斯群岛的坐标是什么啊？,南纬51°40′—53°00′ 西经57°40′—62°00′,南纬51°40′—53°00′ 西经57°40′—62°00′
伯尔兹有多少人啊？,"127,600","127,600"
你知道做得好做得妙是什么时候播放的吗？,2009年3月14日－2009年8月2日,2009年3月14日－2009年8月2日
你知道教育独立论是什么时候发起吗？,“五四”之前,“五四”之前
你知道广西大学政治学院的上级机关是什么吗？,广西大学,广西大学
你知道乙巳之变的参与者是谁吗？,苏我石川麻吕、轻皇子等,苏我石川麻吕、轻皇子等
你知道多普达838t-mobile的天线是内置的吗？,内置,内置
你知道丁姬葬在什么地方吗？,刘康园陵,刘康园陵
你知道山药的体征是什么吗？,缠绕草质藤本,缠绕草质藤本
你知道新奥尔良2013年有多少人啊？,"378,715","378,715"
我很想知道京藏高速公路是谁管辖啊？,中华人民共和国高速公路 中国国家高速公路网,中华人民共和国高速公路 中国国家高速公路网
我很想知道斐迪南·福煦是什么职位啊？,法国陆军统帅,法国陆军统帅
你知道东晖花苑参考价格是多少啊？,28240元/平米,28240元/平米
我很想知道成昆的师傅是谁啊？,空见神僧,空见神僧
你知道2012会计从业资格无纸化考试-会计基础考点精讲及归类题库是那年的版本啊？,2012,2012
我很想知道梓匠指的是谁啊？,木工与匠人,木工与匠人
你知道张长志的导师是谁啊？,中国美术家协会主席刘大为,中国美术家协会主席刘大为
我很想知道回不到从前的和声是谁啊？,梦然,梦然
你知道好好玩泡泡卡：拼音大接龙的印次是谁啊？,1,1
我很想知道纽动指环虫在什么地方分布啊？,黑龙江,黑龙江
你知道尼贝尔雷特准备时间？,两个星期,两个星期
你知道谷客6846摄像头是几位的色彩啊？,24位,24位
你知道鲁伯·海格的血统是什么啊？,混血半巨人,混血半巨人
你知道私厨的含义是什么吗？,专为私人做饭菜的厨房或个人,专为私人做饭菜的厨房或个人
你知道灵刻是什么时候发行的吗？,月刊,月刊
永康传媒是什么舞台剧啊？,：话剧、歌舞剧、情景剧,：话剧、歌舞剧、情景剧
你知道三星galaxy ace的连接能力好吗？,3.5 mm jack bluetooth v2.1 (v3 in s5830i) with a2dp dlna stereo fm radio with rds micro-usb 2.0 wi-fi 802.11 b/g/n,3.5 mm jack bluetooth v2.1 (v3 in s5830i) with a2dp dlna stereo fm radio with rds micro-usb 2.0 wi-fi 802.11 b/g/n
